id,tier,order,name,description,slot,facts,specialization,icon
253,1,0,Arcane Precision,Your critical strikes have a chance to inflict a condition based on your attunement.,Major,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|3|Chance on Critical Hit|Percent|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|33|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/B47BF5803FED2718D7474EAF9617629AD068EE10/102849.png|2|Burning|Deals damage every second; stacks intensity.|1|Apply Buff/Condition|https://render.guildwars2.com/file/1C91E9C799469ACC6EAF1ACD4B0AD8ACAB0C69A2/103035.png|Fire Attunement|Cast fire spells.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/3A394C1A0A3257EB27A44842DDEEF0DF000E1241/102850.png|10|Vulnerability|Damage and condition damage taken are increased; stacks intensity.|1|Apply Buff/Condition|https://render.guildwars2.com/file/737E1B9F7855B9F5D3DE1C990CD42118EF3D1C92/102820.png|Water Attunement|Cast water spells.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/6CB0E64AF9AA292E332A38C1770CE577E2CDE0E8/102853.png|3|Weakness|Endurance regeneration decreased by 50%. 50% of hits are Glancing Blows (50% damage). Stacks duration.|1|Apply Buff/Condition|https://render.guildwars2.com/file/4857F59020DE3B0950B9C91F3D234A1C1932984A/103048.png|Air Attunement|Cast air spells.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/79FF0046A5F9ADA3B4C4EC19ADB4CB124D5F0021/102848.png|5|Bleeding|Deals damage every second; stacks intensity.|1|Apply Buff/Condition|https://render.guildwars2.com/file/4B8056D9BD080DC8E74AE6A57B2B383A2D4265C9/102870.png|Earth Attunement|Cast earth spells.,37,https://render.guildwars2.com/file/1CB6B7903F10246E9405DD625380161FCD4E6C23/1012282.png
257,2,2,Final Shielding,Cast Lesser Arcane Shield when you use an elite skill.,Major,,37,https://render.guildwars2.com/file/F00E3FB59751F0422F3D3C5859F5FD3B580EA9B3/1012287.png
263,3,1,Elemental Surge,<c=@abilitytype>Arcane</c> skills grant increased ferocity and inflict a condition based on your attunement.,Major,Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/B47BF5803FED2718D7474EAF9617629AD068EE10/102849.png|4|Burning|Deals damage every second; stacks intensity.|1|Apply Buff/Condition|https://render.guildwars2.com/file/1C91E9C799469ACC6EAF1ACD4B0AD8ACAB0C69A2/103035.png|Fire Attunement|Cast fire spells.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/28C4EC547A3516AF0242E826772DA43A5EAC3DF3/102839.png|3|Chilled|Movement speed decreased by 66%; skill cooldown increased by 66%; stacks duration.|1|Apply Buff/Condition|https://render.guildwars2.com/file/737E1B9F7855B9F5D3DE1C990CD42118EF3D1C92/102820.png|Water Attunement|Cast water spells.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/09770136BB76FD0DBE1CC4267DEED54774CB20F6/102837.png|5|Blinded|Next outgoing attack misses; stacks duration.|1|Apply Buff/Condition|https://render.guildwars2.com/file/4857F59020DE3B0950B9C91F3D234A1C1932984A/103048.png|Air Attunement|Cast air spells.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/397A613651BFCA2832B6469CE34735580A2C120E/102844.png|2|Immobile|Unable to move; stacks duration.|1|Apply Buff/Condition|https://render.guildwars2.com/file/4B8056D9BD080DC8E74AE6A57B2B383A2D4265C9/102870.png|Earth Attunement|Cast earth spells.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/397A613651BFCA2832B6469CE34735580A2C120E/102844.png|1|Immobile|Unable to move; stacks duration.|1|Apply Buff/Condition|https://render.guildwars2.com/file/4B8056D9BD080DC8E74AE6A57B2B383A2D4265C9/102870.png|Earth Attunement|Cast earth spells.|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/005807D4EACC2FC562FAF2C6BABC3E38E33FC070/1012289.png|15|Arcane Lightning|Increases your ferocity.|1|AttributeAdjust|https://render.guildwars2.com/file/0658D833944E69E62E08EB18A0B5407F722125BC/2229320.png|150|CritDamage,37,https://render.guildwars2.com/file/005807D4EACC2FC562FAF2C6BABC3E38E33FC070/1012289.png
264,2,0,Elemental Attunement,"Grant a boon to nearby allies when changing attunements.
<c=@reminder>Note: This effect will not trigger when attuning to the same element.</c>",Minor,Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/2FA9DF9D6BC17839BBEA14723F1C53D645DDB5E1/102852.png|15|Might|Increased outgoing damage; stacks intensity.|1|Apply Buff/Condition|https://render.guildwars2.com/file/1C91E9C799469ACC6EAF1ACD4B0AD8ACAB0C69A2/103035.png|Fire Attunement|Cast fire spells.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/2FA9DF9D6BC17839BBEA14723F1C53D645DDB5E1/102852.png|6|Might|Increased outgoing damage; stacks intensity.|1|Apply Buff/Condition|https://render.guildwars2.com/file/1C91E9C799469ACC6EAF1ACD4B0AD8ACAB0C69A2/103035.png|Fire Attunement|Cast fire spells.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/F69996772B9E18FD18AD0AABAB25D7E3FC42F261/102835.png|5|Regeneration|Gain health every second; stacks duration.|1|Apply Buff/Condition|https://render.guildwars2.com/file/737E1B9F7855B9F5D3DE1C990CD42118EF3D1C92/102820.png|Water Attunement|Cast water spells.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/20CFC14967E67F7A3FD4A4B8722B4CF5B8565E11/102836.png|8|Swiftness|Movement speed increased by 33%; stacks duration.|1|Apply Buff/Condition|https://render.guildwars2.com/file/4857F59020DE3B0950B9C91F3D234A1C1932984A/103048.png|Air Attunement|Cast air spells.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/CD77D1FAB7B270223538A8F8ECDA1CFB044D65F4/102834.png|5|Protection|Incoming strike damage decreased by 33%; stacks duration.|1|Apply Buff/Condition|https://render.guildwars2.com/file/4B8056D9BD080DC8E74AE6A57B2B383A2D4265C9/102870.png|Earth Attunement|Cast earth spells.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/CD77D1FAB7B270223538A8F8ECDA1CFB044D65F4/102834.png|4|Protection|Incoming strike damage decreased by 33%; stacks duration.|1|Apply Buff/Condition|https://render.guildwars2.com/file/4B8056D9BD080DC8E74AE6A57B2B383A2D4265C9/102870.png|Earth Attunement|Cast earth spells.|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|240,37,https://render.guildwars2.com/file/EB242E0D58000DD8DCB80B0F7B049F03C62299B6/1012292.png
265,2,0,Arcane Resurrection,"Cast Geyser when you begin reviving a downed ally. Geyser now partially revives downed allies. When you begin reviving an ally, you gain an aura based on your attunement.",Major,"Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|20|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/2E7050E44690AFE0A396FA0DAD526699392743F3/2261521.png|5|Fire Aura|Enveloped in a fiery shield that burns foes, grants might each time you are struck (1-second cooldown per attacker).|1|Apply Buff/Condition|https://render.guildwars2.com/file/1C91E9C799469ACC6EAF1ACD4B0AD8ACAB0C69A2/103035.png|Fire Attunement|Cast fire spells.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/719B80E35C276D68EF0AABB79126CF4CD42E3AF6/2261522.png|5|Frost Aura|Chill foes that strike you (only once per second for each attacker); incoming damage is reduced by 10%.|1|Apply Buff/Condition|https://render.guildwars2.com/file/737E1B9F7855B9F5D3DE1C990CD42118EF3D1C92/102820.png|Water Attunement|Cast water spells.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/79F60BF40AB3F306E7367CF3479A4163F76F3944/2261527.png|5|Shocking Aura|Stun nearby attacking foes with an electric shock (only once per 2 seconds for each attacker).|1|Apply Buff/Condition|https://render.guildwars2.com/file/4857F59020DE3B0950B9C91F3D234A1C1932984A/103048.png|Air Attunement|Cast air spells.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/33D27C7FE0017F70749DE84576F56F381DDF0C30/2261524.png|5|Magnetic Aura|Reflect projectiles with magnetic energy.|1|Apply Buff/Condition|https://render.guildwars2.com/file/4B8056D9BD080DC8E74AE6A57B2B383A2D4265C9/102870.png|Earth Attunement|Cast earth spells.",37,https://render.guildwars2.com/file/E9BCF655FA539C1B0A1FDDCB52947542A1C6704B/1012285.png
266,1,1,Renewing Stamina,Gain vigor when you critically strike a foe.,Major,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|10|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/58E92EBAF0DB4DA7C4AC04D9B22BCA5ECF0100DE/102843.png|5|Vigor|Endurance regeneration increased by 50%; stacks duration.|1,37,https://render.guildwars2.com/file/033DFD3593EED863D280AD98E6B7CC09E25D9ADE/1012283.png
268,1,0,Arcane Prowess,Gain boons when you switch attunements.,Minor,Apply Buff/Condition|Buff|https://render.guildwars2.com/file/2FA9DF9D6BC17839BBEA14723F1C53D645DDB5E1/102852.png|8|Might|Increased outgoing damage; stacks intensity.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/96D90DF84CAFE008233DD1C2606A12C1A0E68048/102842.png|2|Fury|Critical chance increased; stacks duration.|1,37,https://render.guildwars2.com/file/2FFB0E34C00BE2EE1E65FA0336F304199E156D0E/1012291.png
275,2,0,Strength of Stone,Gain condition damage based on your toughness. Inflict bleeding when you immobilize a foe.<br><c=@reminder>Bleeding can only occur on the same target once per interval.</c>,Major,Attribute Conversion|BuffConversion|https://render.guildwars2.com/file/0120CB042BFC2EA6A45BC3DB45155FECDDDE1910/2229318.png|10|Toughness|ConditionDamage|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/79FF0046A5F9ADA3B4C4EC19ADB4CB124D5F0021/102848.png|10|Bleeding|Deals damage every second; stacks intensity.|3|Interval|Time|https://render.guildwars2.com/file/B75E91EB22E0DFCC1D08030204055946506D56F6/1770206.png|3,26,https://render.guildwars2.com/file/567BA00AEB795B5021E5924CC3511DE3AAC26438/1012297.png
277,2,2,Earthen Blessing,Decrease the duration of movement-impairing conditions applied to you. Restore endurance when you receive one of these conditions.,Major,Duration Decreased|Percent|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|33|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/28C4EC547A3516AF0242E826772DA43A5EAC3DF3/102839.png|0|Chilled|Movement speed decreased by 66%; skill cooldown increased by 66%; stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/070325E519C178D502A8160523766070D30C0C19/102838.png|0|Crippled|Movement speed decreased by 50%; stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/397A613651BFCA2832B6469CE34735580A2C120E/102844.png|0|Immobile|Unable to move; stacks duration.|1|Endurance Gained|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|10|Endurance Gained|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|5,26,https://render.guildwars2.com/file/9A2144F4A44AFF9AA3B9099405F0EA36F226CD27/2175042.png
278,1,0,Stone Flesh,Strike damage taken is reduced while attuned to earth.,Minor,Damage Reduced|Percent|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|7,26,https://render.guildwars2.com/file/9FACD0F31DF1DF1957C59DA67ED9F76ACB55BEB8/1012303.png
279,2,0,Earthen Blast,Damage and cripple nearby foes when attuning to earth.<br><c=@reminder>Also triggers on overload skills.</c>,Minor,Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.36|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/070325E519C178D502A8160523766070D30C0C19/102838.png|3|Crippled|Movement speed decreased by 50%; stacks duration.|1|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|240|Cannot Critical Hit|NoData|https://render.guildwars2.com/file/63015872E20761F5E76F803A90666FBE4E262BC9/536051.png|Combat Only|NoData|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png,26,https://render.guildwars2.com/file/2531DCAFAEAB452C90C4572E1ADCE8236DCF5636/1012304.png
280,3,0,Geomancer's Training,Strike damage from nearby foes is reduced. Earth weapon skills gain reduced recharge.,Minor,Damage Reduced|Percent|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|10|Range Threshold|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|360|Recharge Reduced|Percent|https://render.guildwars2.com/file/AAB7C5387A08367C2F023F19FEE70E1556AD4375/1770202.png|20,26,https://render.guildwars2.com/file/3659F1C53B0CF50106ADBC4E6351011A24F59CBA/2175043.png
281,2,1,Rock Solid,"Grant stability to nearby allies when attuning to earth.
<c=@reminder>Note: This effect will not trigger when attuning to the same element.</c>",Major,"Apply Buff/Condition|Buff|https://render.guildwars2.com/file/3D3A1C2D6D791C05179AB871902D28782C65C244/415959.png|3|Stability|Cannot be knocked down, pushed back, pulled, launched, stunned, dazed, floated, sunk, feared, or taunted.|1|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|240",26,https://render.guildwars2.com/file/4D23C1FE504D402ABF3E80F30FE396A9FA55A63E/1012298.png
282,1,0,Earth's Embrace,Gain barrier when attuning to earth. <c=@reminder>Note: This effect will not trigger when attuning to the same element.</c>,Major,Barrier|AttributeAdjust|https://render.guildwars2.com/file/357922487919E8E84B914EAC13D5796DDDC42D14/1770209.png|1302|Healing,26,https://render.guildwars2.com/file/94B6E0582A0CC93604F12220F703C5D22C59097A/1012294.png
287,3,1,Written in Stone,<c=@abilitytype>Signets</c> continue to grant their passive bonuses while recharging. Gain an aura when you use a <c=@abilitytype>signet</c> skill.,Major,"Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/719B80E35C276D68EF0AABB79126CF4CD42E3AF6/2261522.png|4|Frost Aura|Chill foes that strike you (only once per second for each attacker); incoming damage is reduced by 10%.|1|Apply Buff/Condition|https://render.guildwars2.com/file/3FA4D3DCA80A06036E7F6C77E84D94466D157766/103321.png|Signet of Restoration|<c=@abilitytype>Signet Passive:</c> Grants health every time you cast a spell. <br><c=@abilitytype>Signet Active:</c> Heal yourself.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/2E7050E44690AFE0A396FA0DAD526699392743F3/2261521.png|4|Fire Aura|Enveloped in a fiery shield that burns foes, grants might each time you are struck (1-second cooldown per attacker).|1|Apply Buff/Condition|https://render.guildwars2.com/file/78F000A3121FCFF9B56EA62625186F0E06D8A458/103340.png|Signet of Fire|<c=@abilitytype>Signet Passive:</c> Improves critical chance.<br><c=@abilitytype>Signet Active:</c> Burn your target and nearby foes.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/719B80E35C276D68EF0AABB79126CF4CD42E3AF6/2261522.png|4|Frost Aura|Chill foes that strike you (only once per second for each attacker); incoming damage is reduced by 10%.|1|Apply Buff/Condition|https://render.guildwars2.com/file/950EABEE51A5B7E116609A2C4869B2BDF3760ED1/103351.png|Signet of Water|<c=@abilitytype>Signet Passive:</c> Reduces incoming condition duration.<br><c=@abilitytype>Signet Active:</c> Damage and chill foes while healing and reviving allies in an area.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/79F60BF40AB3F306E7367CF3479A4163F76F3944/2261527.png|3|Shocking Aura|Stun nearby attacking foes with an electric shock (only once per 2 seconds for each attacker).|1|Apply Buff/Condition|https://render.guildwars2.com/file/2995072EFD05AC80581CCEEB64BC592B3B6DE724/103353.png|Signet of Air|<c=@abilitytype>Signet Passive:</c> Grants a 25% increase in movement speed.<br><c=@abilitytype>Signet Active:</c> Blind your target and nearby foes.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/79F60BF40AB3F306E7367CF3479A4163F76F3944/2261527.png|2|Shocking Aura|Stun nearby attacking foes with an electric shock (only once per 2 seconds for each attacker).|1|Apply Buff/Condition|https://render.guildwars2.com/file/2995072EFD05AC80581CCEEB64BC592B3B6DE724/103353.png|Signet of Air|<c=@abilitytype>Signet Passive:</c> Grants a 25% increase in movement speed.<br><c=@abilitytype>Signet Active:</c> Blind your target and nearby foes.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/33D27C7FE0017F70749DE84576F56F381DDF0C30/2261524.png|3|Magnetic Aura|Reflect projectiles with magnetic energy.|1|Apply Buff/Condition|https://render.guildwars2.com/file/DC27E04D9F9CE5627D953752B5F334C7A304B7F5/103352.png|Signet of Earth|<c=@abilitytype>Signet Passive:</c> Improves toughness.<br><c=@abilitytype>Signet Active:</c> Immobilize and bleed your foe.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/33D27C7FE0017F70749DE84576F56F381DDF0C30/2261524.png|2|Magnetic Aura|Reflect projectiles with magnetic energy.|1|Apply Buff/Condition|https://render.guildwars2.com/file/DC27E04D9F9CE5627D953752B5F334C7A304B7F5/103352.png|Signet of Earth|<c=@abilitytype>Signet Passive:</c> Improves toughness.<br><c=@abilitytype>Signet Active:</c> Immobilize and bleed your foe.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/719B80E35C276D68EF0AABB79126CF4CD42E3AF6/2261522.png|2|Frost Aura|Chill foes that strike you (only once per second for each attacker); incoming damage is reduced by 10%.|1|Apply Buff/Condition|https://render.guildwars2.com/file/3FA4D3DCA80A06036E7F6C77E84D94466D157766/103321.png|Signet of Restoration|<c=@abilitytype>Signet Passive:</c> Grants health every time you cast a spell. <br><c=@abilitytype>Signet Active:</c> Heal yourself.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/719B80E35C276D68EF0AABB79126CF4CD42E3AF6/2261522.png|2|Frost Aura|Chill foes that strike you (only once per second for each attacker); incoming damage is reduced by 10%.|1|Apply Buff/Condition|https://render.guildwars2.com/file/950EABEE51A5B7E116609A2C4869B2BDF3760ED1/103351.png|Signet of Water|<c=@abilitytype>Signet Passive:</c> Reduces incoming condition duration.<br><c=@abilitytype>Signet Active:</c> Damage and chill foes while healing and reviving allies in an area.",26,https://render.guildwars2.com/file/5160CCF906702A4478C533EF5DA6BD02956E9378/1012301.png
289,1,2,Elemental Shielding,Auras you grant to allies also grant protection.,Major,Apply Buff/Condition|Buff|https://render.guildwars2.com/file/CD77D1FAB7B270223538A8F8ECDA1CFB044D65F4/102834.png|3|Protection|Incoming strike damage decreased by 33%; stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/CD77D1FAB7B270223538A8F8ECDA1CFB044D65F4/102834.png|3|Protection|Incoming strike damage decreased by 33%; stacks duration.|1,26,https://render.guildwars2.com/file/9EA9E5B50D71ACE02E1413073901CD2B152E559C/1012296.png
